Player,Goal Scoring Efficiency,Creativity Efficiency,D&B Efficiency,Defending Efficiency,Nation,Pos,Squad,Age,Born,90sâ¼,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Passing Cmp,Passing Att,Passing Cmp%,Passing TotDist,Passing PrgDist,Short Passing Cmp,Short Passing Att,Short Passing Cmp%,Medium Passing Cmp,Medium Passing Att,Medium Passing Cmp%,Long Passing Cmp,Long Passing Att,Long Passing Cmp%,Assists,xA,A-xA,KP,Final Third Passes,PPA,CrsPA,Prog,Live Passes,Dead Passes,FK Passes,TB Passes,Press Passes,Sw Passes,Crs Passes,CK Passes,CK Inswinging,CK Outswinging,CK Straight,Ground Passes,Low Passes,High Passes,Left Footed Passes,Right Footed Passes,Head Passes,Throw in Passes,Other Passes,Offside Passes,Out Passes,Intercepted Passes,Blocked Passes,SCA,SCA90,SCA PassLive,SCA PassDead,SCA Drib,SCA Sh,SCA Fld,SCA Def,GCA,GCA90,GCA PassLive,GCA PassDead,GCA Drib,GCA Sh,GCA Fld,GCA Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,vs Dribble TklW,vs Dribble Tkl Att,vs Dribble Tkl%,vs Dribble Past,Pressures Total,Pressures Succ,Pressures Succesful%,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks,Blocked Shots,Blcoked SOT,Blocked Pass,Int,Blocks and Interceptions,Tkl+Int,Clearances,Mistake To Goal,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Megs,Carries,Carry TotDist,Carry PrgDist,Carry Prog,Carries Final Third,Carry into box,Miscontrol,Displaced,Receiving Pass Target,Receiving Pass Rec,Rec%,Proggresive Passes Received,CrdY,CrdR,2CrdY,Fls,Fld,Offsides,Crosses Attempted,PKwon,PKcon,OG,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Minutes Played
Romaine Sawyers,0.226679,0.1833956,0.24792664,0.77622595,kn SKN,MF,West Brom,28.00,1991.00,16.50,0.00,4.00,0.00,0.00,0.24,0.00,0.00,,23.10,0.00,0.00,0.00,0.10,0.10,0.04,-0.10,-0.10,605.00,712.00,85.00,11796.00,3172.00,232.00,261.00,88.90,277.00,312.00,88.80,87.00,115.00,75.70,0.00,0.40,-0.40,5.00,57.00,5.00,2.00,53.00,681.00,31.00,19.00,1.00,89.00,18.00,5.00,0.00,0.00,0.00,0.00,518.00,81.00,113.00,68.00,596.00,28.00,1.00,8.00,4.00,7.00,10.00,15.00,13.00,0.79,12.00,0.00,0.00,0.00,1.00,0.00,2.00,0.12,2.00,0.00,0.00,0.00,0.00,0.00,31.00,19.00,21.00,9.00,1.00,10.00,36.00,27.80,26.00,332.00,81.00,24.40,165.00,143.00,24.00,18.00,2.00,0.00,16.00,22.00,40.00,53.00,15.00,1.00,844.00,29.00,259.00,528.00,103.00,2.00,813.00,9.00,19.00,47.40,11.00,0.00,513.00,2645.00,1105.00,39.00,5.00,0.00,9.00,17.00,567.00,533.00,94.00,10.00,2.00,0.00,0.00,31.00,18.00,0.00,5.00,0.00,0.00,1.00,176.00,13.00,6.00,68.40,1487.00
Moussa Sissoko,0.106337,0.2189392,0.446160326,0.74057214,fr FRA,MF,Tottenham,30.00,1989.00,17.60,0.00,3.00,1.00,33.30,0.17,0.06,0.00,0.00,13.20,0.00,0.00,0.00,0.40,0.40,0.12,-0.40,-0.40,666.00,792.00,84.10,11832.00,2567.00,295.00,339.00,87.00,285.00,317.00,89.90,71.00,105.00,67.60,0.00,0.50,-0.50,5.00,50.00,6.00,2.00,36.00,745.00,47.00,10.00,1.00,86.00,19.00,10.00,0.00,0.00,0.00,0.00,580.00,96.00,116.00,67.00,629.00,42.00,37.00,5.00,0.00,7.00,20.00,13.00,17.00,0.97,16.00,0.00,0.00,0.00,1.00,0.00,1.00,0.06,1.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,21.00,3.00,1.00,7.00,21.00,33.30,14.00,242.00,75.00,31.00,135.00,84.00,23.00,27.00,5.00,0.00,22.00,16.00,43.00,41.00,32.00,0.00,932.00,63.00,274.00,551.00,177.00,10.00,885.00,17.00,30.00,56.70,20.00,0.00,573.00,3083.00,1529.00,67.00,26.00,3.00,8.00,14.00,647.00,583.00,90.10,28.00,3.00,0.00,0.00,26.00,12.00,0.00,10.00,0.00,0.00,0.00,183.00,17.00,24.00,41.50,1585.00
Steven Alzate,0.21687104,0.5695615,0.55172677,0.66594092,co COL,CDM,Brighton,21.00,1998.00,10.00,1.00,7.00,2.00,28.60,0.70,0.20,0.14,0.50,17.20,0.00,0.00,0.00,0.70,0.70,0.10,0.30,0.30,399.00,446.00,89.50,6928.00,1321.00,194.00,213.00,91.10,154.00,163.00,94.50,45.00,54.00,83.30,0.00,0.50,-0.50,10.00,33.00,6.00,0.00,35.00,431.00,15.00,3.00,0.00,75.00,12.00,2.00,2.00,1.00,1.00,0.00,374.00,41.00,31.00,36.00,381.00,14.00,9.00,2.00,0.00,3.00,6.00,8.00,25.00,2.51,20.00,1.00,1.00,3.00,0.00,0.00,1.00,0.10,1.00,0.00,0.00,0.00,0.00,0.00,19.00,15.00,12.00,4.00,3.00,2.00,9.00,22.20,7.00,159.00,54.00,34.00,44.00,70.00,45.00,16.00,1.00,0.00,15.00,7.00,23.00,26.00,9.00,1.00,536.00,19.00,116.00,288.00,167.00,16.00,523.00,8.00,13.00,61.50,9.00,0.00,397.00,1978.00,1030.00,49.00,14.00,4.00,11.00,14.00,444.00,397.00,89.40,22.00,2.00,0.00,0.00,25.00,10.00,1.00,2.00,0.00,0.00,0.00,68.00,6.00,14.00,30.00,896.00
Filip KrovinoviÄ,0.3186732,0.6725418,0.999999236,0.8202753,hr CRO,MF,West Brom,24.00,1995.00,6.10,0.00,8.00,2.00,25.00,1.32,0.33,0.00,0.00,24.10,0.00,0.00,0.00,0.20,0.20,0.03,-0.20,-0.20,308.00,365.00,84.40,5338.00,1511.00,140.00,157.00,89.20,127.00,146.00,87.00,31.00,44.00,70.50,0.00,0.30,-0.30,5.00,37.00,7.00,0.00,40.00,333.00,32.00,16.00,0.00,52.00,5.00,5.00,6.00,1.00,2.00,2.00,263.00,53.00,49.00,35.00,299.00,19.00,2.00,4.00,2.00,2.00,3.00,11.00,17.00,2.80,10.00,3.00,3.00,0.00,1.00,0.00,1.00,0.16,1.00,0.00,0.00,0.00,0.00,0.00,16.00,10.00,6.00,7.00,3.00,5.00,18.00,27.80,13.00,103.00,22.00,21.40,36.00,53.00,14.00,5.00,0.00,0.00,5.00,2.00,7.00,18.00,6.00,0.00,424.00,7.00,73.00,259.00,119.00,5.00,393.00,8.00,9.00,88.90,8.00,0.00,279.00,1706.00,923.00,44.00,13.00,2.00,7.00,8.00,325.00,288.00,88.60,26.00,0.00,0.00,0.00,10.00,11.00,0.00,5.00,0.00,0.00,0.00,70.00,8.00,13.00,38.10,546.00
Josh Brownhill,0.2316694,0.33739313,0.261689046,0.908125036,eng ENG,MF,Burnley,24.00,1995.00,31.30,0.00,36.00,8.00,22.20,1.15,0.26,0.00,0.00,20.40,8.00,0.00,0.00,1.90,1.90,0.05,-1.90,-1.90,938.00,1187.00,79.00,14887.00,3376.00,488.00,559.00,87.30,326.00,402.00,81.10,80.00,152.00,52.60,1.00,1.10,-0.10,19.00,66.00,17.00,2.00,66.00,1164.00,23.00,10.00,0.00,259.00,19.00,17.00,0.00,0.00,0.00,0.00,710.00,204.00,273.00,126.00,863.00,116.00,11.00,10.00,2.00,17.00,15.00,25.00,46.00,1.47,34.00,0.00,2.00,2.00,6.00,2.00,1.00,0.03,1.00,0.00,0.00,0.00,0.00,0.00,51.00,28.00,11.00,32.00,8.00,10.00,44.00,22.70,34.00,490.00,125.00,25.50,103.00,261.00,126.00,59.00,12.00,1.00,47.00,53.00,112.00,104.00,56.00,0.00,1502.00,72.00,281.00,814.00,465.00,65.00,1472.00,14.00,19.00,73.70,15.00,0.00,742.00,3067.00,1315.00,64.00,22.00,7.00,22.00,14.00,954.00,810.00,84.90,85.00,2.00,0.00,0.00,48.00,39.00,2.00,17.00,0.00,0.00,0.00,398.00,71.00,43.00,62.30,2813.00
Naby KeÃ¯ta,0.3346049,0.83555465,0.9008921,0.82904119,gn GUI,MF,Liverpool,25.00,1995.00,5.80,0.00,9.00,2.00,22.20,1.56,0.35,0.00,0.00,19.50,0.00,0.00,0.00,0.50,0.50,0.06,-0.50,-0.50,311.00,356.00,87.40,5328.00,1190.00,143.00,166.00,86.10,133.00,141.00,94.30,27.00,35.00,77.10,0.00,0.80,-0.80,6.00,31.00,10.00,1.00,32.00,344.00,12.00,4.00,1.00,62.00,6.00,4.00,0.00,0.00,0.00,0.00,279.00,47.00,30.00,24.00,312.00,16.00,1.00,0.00,1.00,2.00,8.00,6.00,15.00,2.60,12.00,0.00,1.00,2.00,0.00,0.00,1.00,0.17,1.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,4.00,2.00,1.00,2.00,18.00,11.10,16.00,144.00,37.00,25.70,18.00,75.00,51.00,11.00,0.00,0.00,11.00,12.00,23.00,19.00,6.00,0.00,426.00,6.00,50.00,278.00,132.00,18.00,415.00,12.00,15.00,80.00,13.00,0.00,301.00,1452.00,837.00,50.00,17.00,2.00,10.00,12.00,352.00,316.00,89.80,25.00,1.00,0.00,0.00,17.00,6.00,0.00,4.00,0.00,0.00,0.00,56.00,5.00,8.00,38.50,520.00
Oliver Norwood,0.0759145,0.60246088,0.209047826,0.762305516,nir NIR,MF,Sheffield Utd,29.00,1991.00,24.70,0.00,11.00,1.00,9.10,0.45,0.04,0.00,0.00,28.90,2.00,0.00,0.00,0.50,0.50,0.04,-0.50,-0.50,1180.00,1483.00,79.60,27097.00,7444.00,350.00,394.00,88.80,544.00,624.00,87.20,277.00,446.00,62.10,0.00,1.70,-1.70,31.00,131.00,29.00,10.00,106.00,1351.00,132.00,65.00,1.00,174.00,113.00,40.00,64.00,30.00,15.00,11.00,952.00,151.00,380.00,71.00,1337.00,55.00,2.00,4.00,10.00,24.00,35.00,12.00,45.00,1.82,31.00,14.00,0.00,0.00,0.00,0.00,1.00,0.04,1.00,0.00,0.00,0.00,0.00,0.00,57.00,29.00,22.00,32.00,3.00,17.00,78.00,21.80,61.00,459.00,106.00,23.10,170.00,233.00,56.00,37.00,12.00,1.00,25.00,40.00,77.00,97.00,61.00,1.00,1712.00,93.00,464.00,951.00,345.00,8.00,1579.00,4.00,6.00,66.70,4.00,0.00,913.00,3121.00,1391.00,52.00,5.00,0.00,11.00,11.00,1138.00,1097.00,96.40,16.00,6.00,0.00,0.00,47.00,13.00,0.00,40.00,0.00,0.00,0.00,263.00,17.00,23.00,42.50,2220.00
James McCarthy,0.205301,0.2983675,0.127602064,0.86950892,ie IRL,MF,Crystal Palace,29.00,1990.00,9.10,0.00,1.00,0.00,0.00,0.11,0.00,0.00,,28.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,254.00,329.00,77.20,5343.00,1306.00,84.00,100.00,84.00,116.00,137.00,84.70,49.00,79.00,62.00,0.00,0.30,-0.30,6.00,26.00,4.00,3.00,24.00,315.00,14.00,8.00,0.00,52.00,15.00,5.00,6.00,4.00,1.00,1.00,188.00,49.00,92.00,89.00,214.00,18.00,0.00,1.00,0.00,8.00,7.00,12.00,12.00,1.32,10.00,1.00,0.00,0.00,0.00,1.00,1.00,0.11,0.00,0.00,0.00,0.00,0.00,1.00,18.00,8.00,12.00,6.00,0.00,10.00,25.00,40.00,15.00,181.00,42.00,23.20,86.00,82.00,13.00,20.00,8.00,0.00,12.00,8.00,28.00,26.00,12.00,0.00,401.00,33.00,118.00,247.00,50.00,1.00,388.00,3.00,5.00,60.00,4.00,0.00,199.00,729.00,314.00,15.00,3.00,0.00,3.00,2.00,216.00,204.00,94.40,4.00,1.00,0.00,0.00,10.00,8.00,0.00,5.00,0.00,0.00,0.00,112.00,7.00,8.00,46.70,821.00
Jake Livermore,0.1357,0.1439497,0.108525308,0.77761697,eng ENG,MF,West Brom,30.00,1989.00,13.80,0.00,5.00,0.00,0.00,0.36,0.00,0.00,,19.60,0.00,0.00,0.00,0.20,0.20,0.05,-0.20,-0.20,283.00,381.00,74.30,4979.00,1148.00,125.00,152.00,82.20,111.00,147.00,75.50,36.00,62.00,58.10,0.00,0.20,-0.20,5.00,29.00,2.00,1.00,25.00,377.00,4.00,2.00,1.00,61.00,4.00,4.00,0.00,0.00,0.00,0.00,251.00,45.00,85.00,29.00,314.00,23.00,0.00,0.00,1.00,6.00,8.00,10.00,8.00,0.58,7.00,0.00,0.00,1.00,0.00,0.00,1.00,0.07,1.00,0.00,0.00,0.00,0.00,0.00,29.00,19.00,10.00,17.00,2.00,11.00,32.00,34.40,21.00,244.00,67.00,27.50,75.00,132.00,37.00,33.00,7.00,0.00,26.00,19.00,52.00,48.00,33.00,0.00,523.00,49.00,158.00,315.00,69.00,8.00,519.00,2.00,6.00,33.30,2.00,0.00,258.00,1000.00,404.00,15.00,4.00,0.00,6.00,8.00,280.00,244.00,87.10,9.00,2.00,1.00,0.00,36.00,7.00,0.00,4.00,0.00,0.00,1.00,143.00,18.00,19.00,48.60,1242.00
Jack Cork,0.124841,0.2721724,0.22975613,0.7484235,eng ENG,MF,Burnley,31.00,1989.00,15.00,0.00,5.00,0.00,0.00,0.33,0.00,0.00,,19.80,0.00,0.00,0.00,0.30,0.30,0.06,-0.30,-0.30,413.00,499.00,82.80,6590.00,1287.00,215.00,243.00,88.50,147.00,162.00,90.70,36.00,61.00,59.00,0.00,0.60,-0.60,7.00,39.00,3.00,0.00,26.00,493.00,6.00,1.00,0.00,107.00,11.00,4.00,0.00,0.00,0.00,0.00,358.00,64.00,77.00,66.00,374.00,25.00,5.00,3.00,3.00,9.00,8.00,12.00,18.00,1.20,16.00,0.00,0.00,1.00,1.00,0.00,1.00,0.07,1.00,0.00,0.00,0.00,0.00,0.00,25.00,16.00,6.00,15.00,4.00,9.00,27.00,33.30,18.00,234.00,71.00,30.30,58.00,121.00,55.00,20.00,6.00,0.00,14.00,15.00,35.00,40.00,24.00,0.00,626.00,27.00,107.00,393.00,158.00,13.00,620.00,3.00,7.00,42.90,5.00,0.00,362.00,1782.00,710.00,33.00,11.00,2.00,9.00,14.00,438.00,366.00,83.60,23.00,2.00,0.00,0.00,23.00,14.00,0.00,4.00,0.00,0.00,0.00,154.00,32.00,21.00,60.40,1350.00
Jamie Shackleton,0.365641,0.2669068,0.4433754,0.528015951,eng ENG,CDM,Leeds United,20.00,1999.00,5.10,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,182.00,206.00,88.30,2900.00,627.00,89.00,98.00,90.80,73.00,81.00,90.10,13.00,15.00,86.70,0.00,0.30,-0.30,2.00,7.00,2.00,1.00,7.00,186.00,20.00,2.00,0.00,30.00,3.00,2.00,0.00,0.00,0.00,0.00,150.00,40.00,16.00,46.00,133.00,4.00,18.00,1.00,1.00,3.00,1.00,6.00,6.00,1.17,6.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,1.00,0.00,0.00,0.00,0.00,0.00,8.00,5.00,4.00,4.00,0.00,1.00,8.00,12.50,7.00,74.00,18.00,24.30,21.00,37.00,16.00,7.00,1.00,0.00,6.00,6.00,13.00,14.00,5.00,0.00,244.00,10.00,56.00,118.00,81.00,9.00,224.00,1.00,3.00,33.30,3.00,0.00,145.00,582.00,302.00,17.00,6.00,2.00,8.00,3.00,201.00,158.00,78.60,18.00,0.00,0.00,0.00,5.00,2.00,1.00,2.00,0.00,0.00,0.00,36.00,4.00,6.00,40.00,461.00
Marvelous Nakamba,0.108799,0.1090138,0.158576996,0.9376234,zw ZIM,MF,Aston Villa,26.00,1994.00,8.30,0.00,2.00,1.00,50.00,0.24,0.12,0.00,0.00,25.60,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,234.00,273.00,85.70,4243.00,950.00,99.00,112.00,88.40,99.00,111.00,89.20,30.00,43.00,69.80,0.00,0.00,0.00,1.00,16.00,0.00,0.00,9.00,269.00,4.00,4.00,0.00,56.00,4.00,1.00,0.00,0.00,0.00,0.00,217.00,24.00,32.00,229.00,32.00,9.00,0.00,1.00,0.00,3.00,3.00,1.00,4.00,0.48,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,14.00,9.00,14.00,0.00,4.00,10.00,40.00,6.00,208.00,62.00,29.80,108.00,89.00,11.00,21.00,5.00,0.00,16.00,11.00,32.00,34.00,18.00,0.00,362.00,25.00,137.00,211.00,33.00,1.00,358.00,2.00,3.00,66.70,3.00,0.00,206.00,1011.00,356.00,6.00,2.00,0.00,4.00,5.00,212.00,205.00,96.70,2.00,3.00,0.00,0.00,8.00,12.00,0.00,1.00,0.00,0.00,0.00,68.00,8.00,8.00,50.00,749.00
Harry Winks,0.0946435,0.30245345,0.476171727,0.803402676,eng ENG,CDM,Tottenham,24.00,1996.00,9.60,0.00,4.00,1.00,25.00,0.42,0.10,0.00,0.00,29.10,0.00,0.00,0.00,0.10,0.10,0.01,-0.10,-0.10,554.00,658.00,84.20,10474.00,2951.00,230.00,252.00,91.30,243.00,270.00,90.00,72.00,110.00,65.50,0.00,0.30,-0.30,5.00,73.00,6.00,0.00,54.00,642.00,16.00,15.00,3.00,65.00,21.00,2.00,0.00,0.00,0.00,0.00,511.00,50.00,97.00,73.00,554.00,23.00,0.00,1.00,0.00,13.00,11.00,14.00,8.00,0.84,6.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,14.00,15.00,9.00,0.00,9.00,22.00,40.90,13.00,161.00,52.00,32.30,70.00,74.00,17.00,12.00,4.00,0.00,8.00,16.00,28.00,40.00,12.00,0.00,740.00,30.00,188.00,509.00,74.00,1.00,727.00,4.00,6.00,66.70,5.00,0.00,480.00,2058.00,991.00,28.00,9.00,0.00,3.00,7.00,566.00,545.00,96.30,6.00,5.00,0.00,0.00,12.00,14.00,0.00,2.00,0.00,0.00,0.00,102.00,8.00,6.00,57.10,861.00
Isaac Hayden,0.0839034,0.1786886,0.1931706,0.79177432,eng ENG,CDM,Newcastle Utd,25.00,1995.00,21.60,0.00,13.00,2.00,15.40,0.60,0.09,0.00,0.00,20.30,0.00,0.00,0.00,0.50,0.50,0.04,-0.50,-0.50,629.00,790.00,79.60,12063.00,2698.00,247.00,291.00,84.90,295.00,339.00,87.00,83.00,123.00,67.50,0.00,0.40,-0.40,5.00,48.00,3.00,1.00,41.00,735.00,55.00,20.00,1.00,136.00,16.00,12.00,0.00,0.00,0.00,0.00,545.00,87.00,158.00,111.00,564.00,50.00,22.00,2.00,2.00,20.00,18.00,32.00,17.00,0.79,12.00,0.00,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,34.00,14.00,28.00,8.00,7.00,27.00,25.90,20.00,407.00,101.00,24.80,158.00,194.00,55.00,42.00,8.00,0.00,34.00,46.00,88.00,96.00,57.00,1.00,1031.00,74.00,343.00,537.00,193.00,13.00,978.00,10.00,18.00,55.60,11.00,0.00,567.00,2019.00,758.00,25.00,14.00,2.00,15.00,17.00,609.00,534.00,87.70,26.00,8.00,0.00,0.00,46.00,20.00,1.00,12.00,0.00,0.00,0.00,217.00,55.00,37.00,59.80,1942.00
Mark Noble,None,0.36574685,0.39503124,0.69080076,eng ENG,MF,West Ham,33.00,1987.00,7.90,0.00,1.00,0.00,0.00,0.13,0.00,0.00,,21.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,374.00,429.00,87.20,7323.00,1739.00,147.00,162.00,90.70,161.00,175.00,92.00,61.00,76.00,80.30,0.00,0.20,-0.20,5.00,41.00,6.00,3.00,25.00,397.00,32.00,16.00,2.00,54.00,20.00,4.00,5.00,2.00,1.00,1.00,304.00,53.00,72.00,21.00,386.00,11.00,4.00,1.00,1.00,2.00,12.00,7.00,7.00,0.88,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,3.00,3.00,1.00,2.00,14.00,14.30,12.00,116.00,23.00,19.80,46.00,57.00,13.00,9.00,3.00,0.00,6.00,11.00,20.00,18.00,7.00,0.00,475.00,12.00,97.00,319.00,81.00,2.00,444.00,3.00,6.00,50.00,3.00,0.00,303.00,1591.00,610.00,27.00,10.00,2.00,3.00,2.00,360.00,328.00,91.10,8.00,1.00,0.00,0.00,12.00,11.00,1.00,4.00,0.00,0.00,0.00,77.00,7.00,2.00,77.80,712.00
